Date-Time,Radius of Curvature (m),Curve Direction,Off Center Distance (m),Deviated Direction
2021-02-28 20:31:43.976249,12.258953032983737,Left Curve,0.976,Right
2021-02-28 20:31:44.645018,11.92056470218846,Left Curve,0.982,Right
2021-02-28 20:31:45.286228,12.217068851050865,Left Curve,0.997,Right
2021-02-28 20:31:46.865100,11.99545599618732,Left Curve,1.012,Right
2021-02-28 20:31:47.454905,14.424934187140995,Left Curve,0.976,Right
2021-02-28 20:31:48.174682,13.88412798310504,Left Curve,0.992,Right
2021-02-28 20:31:49.136293,13.386734576942846,Left Curve,0.992,Right
2021-02-28 20:31:49.767780,13.322297897581699,Left Curve,1.002,Right
2021-02-28 20:31:50.728068,13.868640755699822,Left Curve,0.992,Right
2021-02-28 20:31:51.368048,14.125347337396509,Left Curve,0.997,Right
2021-02-28 20:31:52.328914,14.92998696718652,Left Curve,0.976,Right
2021-02-28 20:31:52.977167,15.323888504559962,Left Curve,0.961,Right
2021-02-28 20:31:53.929788,15.869591856018191,Left Curve,0.956,Right
2021-02-28 20:31:54.889777,17.03962634850663,Left Curve,0.946,Right
2021-02-28 20:31:55.530506,16.94148953221992,Left Curve,0.94,Right
2021-02-28 20:31:56.170258,21.856544116485278,Left Curve,0.894,Right
2021-02-28 20:31:56.810438,21.529870154183374,Left Curve,0.889,Right
2021-02-28 20:31:57.450976,21.959206479930447,Left Curve,0.879,Right
2021-02-28 20:31:58.091042,20.798465769545196,Left Curve,0.879,Right
2021-02-28 20:31:59.052659,23.146050609446547,Left Curve,0.822,Right
2021-02-28 20:32:00.012331,21.61764007903968,Left Curve,0.812,Right
2021-02-28 20:32:00.813200,20.900911822523646,Left Curve,0.797,Right
2021-02-28 20:32:02.572524,19.069055932249274,Left Curve,0.786,Right
2021-02-28 20:32:03.213720,18.45121419557615,Left Curve,0.771,Right
2021-02-28 20:32:03.853942,18.737143762457848,Left Curve,0.755,Right
2021-02-28 20:32:04.493828,18.367786363020308,Left Curve,0.745,Right
2021-02-28 20:32:05.134354,18.535812368007683,Left Curve,0.725,Right
2021-02-28 20:32:05.776512,19.18316071289961,Left Curve,0.709,Right
2021-02-28 20:32:06.415137,18.92546892666303,Left Curve,0.689,Right
2021-02-28 20:32:07.375473,20.03135765452075,Left Curve,0.663,Right
2021-02-28 20:32:08.015699,19.706508914718214,Left Curve,0.653,Right
2021-02-28 20:32:08.976572,21.090687018515755,Left Curve,0.617,Right
2021-02-28 20:32:09.616986,18.675345108573346,Left Curve,0.601,Right
2021-02-28 20:32:10.578727,16.648773974257445,Left Curve,0.596,Right
2021-02-28 20:32:11.217324,15.388704772057189,Left Curve,0.591,Right
2021-02-28 20:32:11.857998,14.802901785518618,Left Curve,0.581,Right
2021-02-28 20:32:12.498360,14.626911613497551,Left Curve,0.581,Right
2021-02-28 20:32:13.138049,13.587284712827014,Left Curve,0.576,Right
2021-02-28 20:32:13.781459,13.158769967836225,Left Curve,0.581,Right
2021-02-28 20:32:14.419465,13.308988244077057,Left Curve,0.57,Right
2021-02-28 20:32:15.061237,13.200825066053302,Left Curve,0.57,Right
2021-02-28 20:32:15.687844,13.078491097068726,Left Curve,0.565,Right
2021-02-28 20:32:16.339565,12.837530834460864,Left Curve,0.576,Right
2021-02-28 20:32:16.993303,12.492486086375997,Left Curve,0.581,Right
2021-02-28 20:32:17.620164,12.267191631445602,Left Curve,0.596,Right
2021-02-28 20:32:19.221198,11.768503894590395,Left Curve,0.606,Right
2021-02-28 20:32:20.181254,12.014351068362586,Left Curve,0.606,Right
2021-02-28 20:32:21.141489,11.962373491795516,Left Curve,0.622,Right
2021-02-28 20:32:22.108101,12.06347394024554,Left Curve,0.627,Right
2021-02-28 20:32:22.750654,12.160892197597079,Left Curve,0.627,Right
2021-02-28 20:32:23.368675,17.010626251253168,Left Curve,0.596,Right
2021-02-28 20:32:24.023515,15.147823670057162,Left Curve,0.606,Right
2021-02-28 20:32:24.664978,20.217908061249105,Left Curve,0.576,Right
2021-02-28 20:32:25.303530,12.597339907131744,Left Curve,0.658,Right
2021-02-28 20:32:26.264693,13.04580671930227,Left Curve,0.678,Right
2021-02-28 20:32:27.230002,13.723916235421395,Left Curve,0.673,Right
2021-02-28 20:32:28.185229,13.716186471469825,Left Curve,0.678,Right
2021-02-28 20:32:28.814004,13.389259820128615,Left Curve,0.694,Right
2021-02-28 20:32:29.470800,13.295445593524416,Left Curve,0.704,Right
2021-02-28 20:32:30.429270,13.770185014292775,Left Curve,0.719,Right
2021-02-28 20:32:31.066029,13.667386620051575,Left Curve,0.735,Right
2021-02-28 20:32:31.709755,13.588499563106684,Left Curve,0.755,Right
2021-02-28 20:32:32.667295,13.635246092680813,Left Curve,0.771,Right
2021-02-28 20:32:33.643227,13.79550275928682,Left Curve,0.786,Right
2021-02-28 20:32:34.591014,14.826146288409394,Left Curve,0.791,Right
2021-02-28 20:32:35.228488,15.803862597744011,Left Curve,0.802,Right
2021-02-28 20:32:35.868488,15.898447599135082,Left Curve,0.843,Right
2021-02-28 20:32:36.509292,16.324904948387665,Left Curve,0.843,Right
2021-02-28 20:32:37.148942,16.276578925134693,Left Curve,0.719,Right
2021-02-28 20:32:37.797925,26.03086666183365,Left Curve,0.719,Right
2021-02-28 20:32:38.429798,25.93151063222432,Left Curve,0.725,Right
2021-02-28 20:32:39.070198,22.270225403400083,Left Curve,0.735,Right
2021-02-28 20:32:39.711024,20.43345941695995,Left Curve,0.745,Right
2021-02-28 20:32:40.351021,17.811217076556854,Left Curve,0.771,Right
2021-02-28 20:32:40.993208,16.913947442720218,Left Curve,0.797,Right
2021-02-28 20:32:41.631644,17.197449011398337,Left Curve,0.817,Right
2021-02-28 20:32:42.212282,17.62585713544295,Left Curve,0.822,Right
2021-02-28 20:32:42.912182,17.76058756687143,Left Curve,0.832,Right
2021-02-28 20:32:43.554480,17.45758340972771,Left Curve,0.848,Right
2021-02-28 20:32:44.200665,18.093380017337804,Left Curve,0.827,Right
2021-02-28 20:32:44.843421,20.036366859478278,Left Curve,0.786,Right
2021-02-28 20:32:45.475116,19.189471925566487,Left Curve,0.791,Right
2021-02-28 20:32:46.114694,17.5782246173093,Left Curve,0.791,Right
2021-02-28 20:32:46.755359,16.398818922097366,Left Curve,0.786,Right
2021-02-28 20:32:47.395272,16.69116339570502,Left Curve,0.776,Right
2021-02-28 20:32:48.039570,16.52955919047605,Left Curve,0.766,Right
2021-02-28 20:32:48.674772,16.792146014364747,Left Curve,0.761,Right
2021-02-28 20:32:49.314955,16.87875556708429,Left Curve,0.75,Right
2021-02-28 20:32:50.923220,16.03436227146178,Left Curve,0.745,Right
2021-02-28 20:32:51.556773,15.288656381908526,Left Curve,0.745,Right
2021-02-28 20:32:52.198476,14.347414232517501,Left Curve,0.74,Right
2021-02-28 20:32:52.841170,16.37551283849568,Left Curve,0.689,Right
2021-02-28 20:32:53.477722,15.058762434202569,Left Curve,0.694,Right
2021-02-28 20:32:54.127935,13.05373544195168,Left Curve,0.704,Right
2021-02-28 20:32:54.761530,12.604824611097905,Left Curve,0.704,Right
2021-02-28 20:32:55.397967,12.233952132889186,Left Curve,0.704,Right
2021-02-28 20:32:56.038528,12.030171271723074,Left Curve,0.709,Right
2021-02-28 20:32:56.678550,12.994783806105948,Left Curve,0.699,Right
Date-Time,Radius of Curvature (m),Curve Direction,Off Center Distance (m),Deviated Direction
2021-02-28 20:33:24.531478,12.962769457174545,Left Curve,1.038,Right
2021-02-28 20:33:25.688246,13.272877360765147,Left Curve,1.038,Right
2021-02-28 20:33:26.452886,12.50008862879196,Left Curve,1.048,Right
2021-02-28 20:33:27.103726,12.477167645361618,Left Curve,1.059,Right
2021-02-28 20:33:27.733421,12.379972379873774,Left Curve,1.064,Right
2021-02-28 20:33:28.373049,12.688935391205982,Left Curve,1.048,Right
2021-02-28 20:33:29.016354,12.879973909312495,Left Curve,1.028,Right
2021-02-28 20:33:29.655419,13.081359418541005,Left Curve,1.007,Right
2021-02-28 20:33:30.294270,12.590956801937125,Left Curve,1.002,Right
2021-02-28 20:33:30.937431,12.585320001656218,Left Curve,0.997,Right
2021-02-28 20:33:31.575181,12.782187470697673,Left Curve,0.987,Right
2021-02-28 20:33:32.215045,13.099682113871818,Left Curve,0.971,Right
2021-02-28 20:33:32.856555,13.599211665924255,Left Curve,0.966,Right
2021-02-28 20:33:33.496027,14.01785042225956,Left Curve,0.951,Right
2021-02-28 20:33:34.138515,14.11583834744204,Left Curve,0.94,Right
2021-02-28 20:33:34.777305,14.935422467353359,Left Curve,0.925,Right
2021-02-28 20:33:37.696247,15.152085405709235,Left Curve,0.92,Right
2021-02-28 20:33:38.283777,15.437301495202608,Left Curve,0.91,Right
2021-02-28 20:33:38.949368,15.852367456702597,Left Curve,0.904,Right
2021-02-28 20:33:39.582908,16.44495135040452,Left Curve,0.904,Right
2021-02-28 20:33:40.219877,16.59808910526047,Left Curve,0.899,Right
2021-02-28 20:33:40.862213,16.128680826680647,Left Curve,0.894,Right
2021-02-28 20:33:41.499974,17.318581366546624,Left Curve,0.889,Right
2021-02-28 20:33:42.140169,18.19877007693876,Left Curve,0.879,Right
2021-02-28 20:33:42.781177,17.299582309126635,Left Curve,0.894,Right
2021-02-28 20:33:43.420737,17.67008970774426,Left Curve,0.904,Right
2021-02-28 20:33:44.590976,16.391550447054076,Left Curve,0.858,Right
2021-02-28 20:33:45.340971,20.550886145198923,Left Curve,0.868,Right
2021-02-28 20:33:45.990895,20.168216172979214,Left Curve,0.879,Right
2021-02-28 20:33:46.941593,17.34592466873894,Left Curve,0.889,Right
2021-02-28 20:33:47.581942,16.01634219600097,Left Curve,0.899,Right
2021-02-28 20:33:48.222903,15.574688804131913,Left Curve,0.915,Right
2021-02-28 20:33:48.870033,13.407372512658316,Left Curve,0.935,Right
2021-02-28 20:33:49.502971,12.56760462559384,Left Curve,0.966,Right
2021-02-28 20:33:50.144623,12.195698592944975,Left Curve,0.976,Right
2021-02-28 20:33:50.784126,11.945336372269004,Left Curve,0.997,Right
2021-02-28 20:33:51.424508,12.313124745332466,Left Curve,0.992,Right
2021-02-28 20:33:52.064741,13.079000513307,Left Curve,0.987,Right
2021-02-28 20:33:52.707881,13.031998508100692,Left Curve,0.971,Right
2021-02-28 20:33:53.354845,13.234709096797154,Left Curve,0.971,Right
2021-02-28 20:33:54.883002,12.564022237249498,Left Curve,0.961,Right
2021-02-28 20:33:55.442739,12.15505638629794,Left Curve,0.971,Right
2021-02-28 20:33:56.227165,12.258953032983737,Left Curve,0.976,Right
2021-02-28 20:33:56.867147,11.92056470218846,Left Curve,0.982,Right
2021-02-28 20:33:57.506910,12.217068851050865,Left Curve,0.997,Right
2021-02-28 20:33:58.147578,11.99545599618732,Left Curve,1.012,Right
2021-02-28 20:33:58.787760,14.424934187140995,Left Curve,0.976,Right
2021-02-28 20:33:59.429217,13.88412798310504,Left Curve,0.992,Right
2021-02-28 20:34:00.068424,13.386734576942846,Left Curve,0.992,Right
2021-02-28 20:34:00.709235,13.322297897581699,Left Curve,1.002,Right
2021-02-28 20:34:01.349145,13.868640755699822,Left Curve,0.992,Right
2021-02-28 20:34:01.990334,14.125347337396509,Left Curve,0.997,Right
2021-02-28 20:34:02.629818,14.92998696718652,Left Curve,0.976,Right
2021-02-28 20:34:03.269609,15.323888504559962,Left Curve,0.961,Right
2021-02-28 20:34:03.910186,15.869591856018191,Left Curve,0.956,Right
2021-02-28 20:34:04.549706,17.03962634850663,Left Curve,0.946,Right
2021-02-28 20:34:05.190327,16.94148953221992,Left Curve,0.94,Right
2021-02-28 20:34:05.830664,21.856544116485278,Left Curve,0.894,Right
2021-02-28 20:34:06.470905,21.529870154183374,Left Curve,0.889,Right
2021-02-28 20:34:07.113535,21.959206479930447,Left Curve,0.879,Right
2021-02-28 20:34:07.753936,20.798465769545196,Left Curve,0.879,Right
2021-02-28 20:34:08.392027,23.146050609446547,Left Curve,0.822,Right
2021-02-28 20:34:09.032751,21.61764007903968,Left Curve,0.812,Right
2021-02-28 20:34:09.673936,20.900911822523646,Left Curve,0.797,Right
2021-02-28 20:34:10.313203,19.069055932249274,Left Curve,0.786,Right
2021-02-28 20:34:10.955430,18.45121419557615,Left Curve,0.771,Right
2021-02-28 20:34:11.594202,18.737143762457848,Left Curve,0.755,Right
2021-02-28 20:34:12.234217,18.367786363020308,Left Curve,0.745,Right
2021-02-28 20:34:12.874382,18.535812368007683,Left Curve,0.725,Right
2021-02-28 20:34:13.576009,19.18316071289961,Left Curve,0.709,Right
2021-02-28 20:34:14.154530,18.92546892666303,Left Curve,0.689,Right
2021-02-28 20:34:14.794997,20.03135765452075,Left Curve,0.663,Right
2021-02-28 20:34:15.339604,19.706508914718214,Left Curve,0.653,Right
2021-02-28 20:34:16.075492,21.090687018515755,Left Curve,0.617,Right
2021-02-28 20:34:16.717620,18.675345108573346,Left Curve,0.601,Right
2021-02-28 20:34:17.284214,16.648773974257445,Left Curve,0.596,Right
2021-02-28 20:34:17.996745,15.388704772057189,Left Curve,0.591,Right
2021-02-28 20:34:18.636600,14.802901785518618,Left Curve,0.581,Right
2021-02-28 20:34:19.327301,14.626911613497551,Left Curve,0.581,Right
2021-02-28 20:34:19.918679,13.587284712827014,Left Curve,0.576,Right
2021-02-28 20:34:20.557598,13.158769967836225,Left Curve,0.581,Right
2021-02-28 20:34:21.197922,13.308988244077057,Left Curve,0.57,Right
2021-02-28 20:34:21.838438,13.200825066053302,Left Curve,0.57,Right
2021-02-28 20:34:22.406791,13.078491097068726,Left Curve,0.565,Right
2021-02-28 20:34:23.121100,12.837530834460864,Left Curve,0.576,Right
2021-02-28 20:34:23.773393,12.492486086375997,Left Curve,0.581,Right
2021-02-28 20:34:24.719150,12.267191631445602,Left Curve,0.596,Right
2021-02-28 20:34:25.360749,11.768503894590395,Left Curve,0.606,Right
2021-02-28 20:34:26.993007,12.014351068362586,Left Curve,0.606,Right
2021-02-28 20:34:27.581427,11.962373491795516,Left Curve,0.622,Right
2021-02-28 20:34:28.162105,12.06347394024554,Left Curve,0.627,Right
2021-02-28 20:34:28.888860,12.160892197597079,Left Curve,0.627,Right
2021-02-28 20:34:29.523752,17.010626251253168,Left Curve,0.596,Right
2021-02-28 20:34:30.162284,15.147823670057162,Left Curve,0.606,Right
2021-02-28 20:34:30.802746,20.217908061249105,Left Curve,0.576,Right
2021-02-28 20:34:31.443550,12.597339907131744,Left Curve,0.658,Right
2021-02-28 20:34:32.082849,13.04580671930227,Left Curve,0.678,Right
2021-02-28 20:34:32.735044,13.723916235421395,Left Curve,0.673,Right
2021-02-28 20:34:33.689787,13.716186471469825,Left Curve,0.678,Right
2021-02-28 20:34:34.324826,13.389259820128615,Left Curve,0.694,Right
2021-02-28 20:34:34.964414,13.295445593524416,Left Curve,0.704,Right
2021-02-28 20:34:35.925982,13.770185014292775,Left Curve,0.719,Right
2021-02-28 20:34:36.564980,13.667386620051575,Left Curve,0.735,Right
2021-02-28 20:34:37.205797,13.588499563106684,Left Curve,0.755,Right
2021-02-28 20:34:39.287418,13.635246092680813,Left Curve,0.771,Right
2021-02-28 20:34:40.091488,13.79550275928682,Left Curve,0.786,Right
2021-02-28 20:34:41.046540,14.826146288409394,Left Curve,0.791,Right
2021-02-28 20:34:42.238256,15.803862597744011,Left Curve,0.802,Right
2021-02-28 20:34:42.971302,15.898447599135082,Left Curve,0.843,Right
2021-02-28 20:34:43.608462,16.324904948387665,Left Curve,0.843,Right
2021-02-28 20:34:44.248918,16.276578925134693,Left Curve,0.719,Right
2021-02-28 20:34:44.889907,26.03086666183365,Left Curve,0.719,Right
2021-02-28 20:34:45.850875,25.93151063222432,Left Curve,0.725,Right
2021-02-28 20:34:46.491715,22.270225403400083,Left Curve,0.735,Right
2021-02-28 20:34:47.449549,20.43345941695995,Left Curve,0.745,Right
2021-02-28 20:34:48.090836,17.811217076556854,Left Curve,0.771,Right
2021-02-28 20:34:48.730917,16.913947442720218,Left Curve,0.797,Right
2021-02-28 20:34:49.371675,17.197449011398337,Left Curve,0.817,Right
2021-02-28 20:34:50.011820,17.62585713544295,Left Curve,0.822,Right
2021-02-28 20:34:50.530586,17.76058756687143,Left Curve,0.832,Right
2021-02-28 20:34:51.292438,17.45758340972771,Left Curve,0.848,Right
2021-02-28 20:34:51.933711,18.093380017337804,Left Curve,0.827,Right
2021-02-28 20:34:52.579040,20.036366859478278,Left Curve,0.786,Right
2021-02-28 20:34:53.212794,19.189471925566487,Left Curve,0.791,Right
2021-02-28 20:34:53.859848,17.5782246173093,Left Curve,0.791,Right
2021-02-28 20:34:54.497331,16.398818922097366,Left Curve,0.786,Right
2021-02-28 20:34:55.134058,16.69116339570502,Left Curve,0.776,Right
2021-02-28 20:34:55.774472,16.52955919047605,Left Curve,0.766,Right
2021-02-28 20:34:56.414685,16.792146014364747,Left Curve,0.761,Right
2021-02-28 20:34:59.013273,16.87875556708429,Left Curve,0.75,Right
2021-02-28 20:35:00.896352,16.03436227146178,Left Curve,0.745,Right
2021-02-28 20:35:01.536979,15.288656381908526,Left Curve,0.745,Right
2021-02-28 20:35:02.180284,14.347414232517501,Left Curve,0.74,Right
2021-02-28 20:35:03.137278,16.37551283849568,Left Curve,0.689,Right
2021-02-28 20:35:03.778313,15.058762434202569,Left Curve,0.694,Right
2021-02-28 20:35:04.739997,13.05373544195168,Left Curve,0.704,Right
2021-02-28 20:35:05.379163,12.604824611097905,Left Curve,0.704,Right
2021-02-28 20:35:06.018938,12.233952132889186,Left Curve,0.704,Right
2021-02-28 20:35:06.659315,12.030171271723074,Left Curve,0.709,Right
2021-02-28 20:35:07.300870,12.994783806105948,Left Curve,0.699,Right
2021-02-28 20:35:07.940537,13.646848216557906,Left Curve,0.699,Right
2021-02-28 20:35:08.583337,15.19037538307954,Left Curve,0.689,Right
2021-02-28 20:35:09.222094,14.059283512416705,Left Curve,0.689,Right
2021-02-28 20:35:09.860897,13.936802195417682,Left Curve,0.683,Right
2021-02-28 20:35:10.501319,14.011148371204339,Left Curve,0.689,Right
2021-02-28 20:35:11.461143,13.87933901431741,Left Curve,0.699,Right
2021-02-28 20:35:12.102325,13.96954006978168,Left Curve,0.694,Right
2021-02-28 20:35:12.742945,14.053169305099672,Left Curve,0.683,Right
2021-02-28 20:35:13.383240,14.156589467776083,Left Curve,0.683,Right
2021-02-28 20:35:14.023274,14.367339515198982,Left Curve,0.689,Right
2021-02-28 20:35:14.665811,14.717148703961307,Left Curve,0.694,Right
2021-02-28 20:35:15.303485,14.841842364193386,Left Curve,0.704,Right
2021-02-28 20:35:15.944584,15.204812705849172,Left Curve,0.694,Right
2021-02-28 20:35:16.520630,15.510345978219062,Left Curve,0.683,Right
2021-02-28 20:35:17.081174,15.346600592093992,Left Curve,0.683,Right
2021-02-28 20:35:17.866537,15.953009200143963,Left Curve,0.678,Right
2021-02-28 20:35:19.785848,16.08466590230213,Left Curve,0.663,Right
2021-02-28 20:35:20.471250,16.31487415255432,Left Curve,0.648,Right
2021-02-28 20:35:21.386532,17.350041154254455,Left Curve,0.637,Right
2021-02-28 20:35:22.026033,17.2522959568655,Left Curve,0.627,Right
2021-02-28 20:35:22.666944,17.536190932914142,Left Curve,0.622,Right
2021-02-28 20:35:23.310029,17.455878877601627,Left Curve,0.617,Right
2021-02-28 20:35:23.951087,17.2678627611465,Left Curve,0.617,Right
2021-02-28 20:35:24.594457,22.27924897056579,Left Curve,0.576,Right
2021-02-28 20:35:25.550166,33.26514356751047,Left Curve,0.56,Right
2021-02-28 20:35:26.188540,19.650255483879555,Left Curve,0.576,Right
2021-02-28 20:35:26.830164,23.1168064330188,Left Curve,0.555,Right
2021-02-28 20:35:27.472350,19.334273088626,Left Curve,0.57,Right
2021-02-28 20:35:28.080030,18.57136614338614,Left Curve,0.576,Right
2021-02-28 20:35:28.750301,18.286067144541057,Left Curve,0.576,Right
2021-02-28 20:35:29.390314,16.253984953406196,Left Curve,0.591,Right
2021-02-28 20:35:31.044875,14.497476085356867,Left Curve,0.596,Right
2021-02-28 20:35:31.951616,14.508464999911993,Left Curve,0.596,Right
2021-02-28 20:35:32.591603,14.444286097317221,Left Curve,0.581,Right
2021-02-28 20:35:33.231214,13.028707880629357,Left Curve,0.586,Right
2021-02-28 20:35:33.872641,13.441370939571971,Left Curve,0.565,Right
2021-02-28 20:35:34.512633,12.706118801302395,Left Curve,0.57,Right
2021-02-28 20:35:35.156232,13.415263718720276,Left Curve,0.55,Right
2021-02-28 20:35:35.794102,12.650003065271846,Left Curve,0.55,Right
2021-02-28 20:35:36.434270,12.023765782352644,Left Curve,0.56,Right
2021-02-28 20:35:37.073943,13.35966197144284,Left Curve,0.514,Right
2021-02-28 20:35:37.714383,12.51133058657028,Left Curve,0.529,Right
2021-02-28 20:35:38.353803,10.979941358423375,Left Curve,0.56,Right
2021-02-28 20:35:38.994561,10.51184774528916,Left Curve,0.581,Right
2021-02-28 20:35:39.958859,10.19003176232998,Left Curve,0.591,Right
2021-02-28 20:35:40.915870,10.252479018161434,Left Curve,0.596,Right
2021-02-28 20:35:41.886127,10.6525394647764,Left Curve,0.586,Right
2021-02-28 20:35:43.069765,10.221667391664333,Left Curve,0.586,Right
2021-02-28 20:35:43.797635,10.989313495064344,Left Curve,0.57,Right
2021-02-28 20:35:44.760360,10.836179055015059,Left Curve,0.565,Right
2021-02-28 20:35:45.398234,11.503208061588328,Left Curve,0.55,Right
2021-02-28 20:35:46.039712,11.966538277495395,Left Curve,0.534,Right
2021-02-28 20:35:46.677658,12.37482529002693,Left Curve,0.534,Right
2021-02-28 20:35:47.318641,12.445153640383994,Left Curve,0.534,Right
2021-02-28 20:35:47.959045,12.792928691195794,Left Curve,0.534,Right
2021-02-28 20:35:48.599679,13.178505435950584,Left Curve,0.529,Right
2021-02-28 20:35:49.558817,13.662261529864493,Left Curve,0.534,Right
2021-02-28 20:35:50.199531,15.183987355213414,Left Curve,0.519,Right
2021-02-28 20:35:50.841067,18.717060612286637,Left Curve,0.498,Right
2021-02-28 20:35:51.479776,20.98614059418832,Left Curve,0.483,Right
2021-02-28 20:35:52.120503,24.358654684907123,Left Curve,0.468,Right
2021-02-28 20:35:52.762108,27.21316062053502,Left Curve,0.457,Right
2021-02-28 20:35:53.403004,32.35565200385333,Left Curve,0.442,Right
2021-02-28 20:35:54.041709,35.979765520485124,Left Curve,0.411,Right
2021-02-28 20:35:54.682711,34.872492320514155,Left Curve,0.401,Right
2021-02-28 20:35:55.322540,29.85810161871045,Left Curve,0.406,Right
2021-02-28 20:35:55.962478,26.96743127248938,Left Curve,0.406,Right
2021-02-28 20:35:56.604290,25.006098490144268,Left Curve,0.406,Right
2021-02-28 20:35:57.246554,24.968450423514838,Left Curve,0.406,Right
2021-02-28 20:35:57.883594,23.756760290656338,Left Curve,0.401,Right
2021-02-28 20:35:58.523933,19.853702633168293,Left Curve,0.421,Right
2021-02-28 20:35:59.174139,20.310140220496404,Left Curve,0.416,Right
2021-02-28 20:36:00.128398,20.612983043947786,Left Curve,0.416,Right
2021-02-28 20:36:00.767909,21.077610159026168,Left Curve,0.411,Right
2021-02-28 20:36:01.922579,19.18069511373865,Left Curve,0.416,Right
2021-02-28 20:36:03.376056,23.02876712735261,Left Curve,0.416,Right
2021-02-28 20:36:04.287536,22.44829121667607,Left Curve,0.442,Right
2021-02-28 20:36:04.932277,24.515523961649727,Left Curve,0.447,Right
2021-02-28 20:36:05.685128,30.194347396182287,Left Curve,0.452,Right
2021-02-28 20:36:06.530222,41.858312364888974,Left Curve,0.427,Right
2021-02-28 20:36:07.685627,46.40234817688669,Left Curve,0.442,Right
2021-02-28 20:36:08.455695,74.07161461845112,Left Curve,0.447,Right
2021-02-28 20:36:09.409528,147.990675669357,Left Curve,0.447,Right
2021-02-28 20:36:10.049436,223.44382896767866,Left Curve,0.447,Right
2021-02-28 20:36:10.689492,135.00430739100014,Left Curve,0.447,Right
2021-02-28 20:36:11.329845,81.59274611076926,Left Curve,0.447,Right
2021-02-28 20:36:12.485702,48.69319093016032,Left Curve,0.442,Right
2021-02-28 20:36:13.250308,60.765976119809686,Left Curve,0.442,Right
2021-02-28 20:36:13.891811,75.91638183217886,Left Curve,0.396,Right
2021-02-28 20:36:14.532874,67.98640722828284,Left Curve,0.401,Right
2021-02-28 20:36:15.172650,109.85870450712383,Left Curve,0.385,Right
2021-02-28 20:36:15.813159,306.2237650089226,Left Curve,0.38,Right
2021-02-28 20:36:16.452581,3119.1523834999257,Left Curve,0.365,Right
2021-02-28 20:36:17.092158,330.88436871350666,Left Curve,0.355,Right
2021-02-28 20:36:18.055469,238.72468063010908,Left Curve,0.344,Right
2021-02-28 20:36:18.693360,95.96739558111344,Left Curve,0.334,Right
2021-02-28 20:36:19.334390,101.54525625502626,Left Curve,0.319,Right
2021-02-28 20:36:19.974679,158.58008146951528,Left Curve,0.313,Right
2021-02-28 20:36:20.694288,91.48983556684891,Left Curve,0.319,Right
2021-02-28 20:36:21.576887,132.25405256280203,Left Curve,0.313,Right
2021-02-28 20:36:22.214715,225.28037340475194,Left Curve,0.319,Right
2021-02-28 20:36:22.866633,173.43707423644798,Left Curve,0.313,Right
2021-02-28 20:36:23.496489,371.734723207319,Left Curve,0.313,Right
2021-02-28 20:36:24.137540,397.6619820386454,Left Curve,0.308,Right
2021-02-28 20:36:24.776863,224.3507385339996,Left Curve,0.195,Right
2021-02-28 20:36:25.427991,81.68943809179395,Left Curve,0.19,Right
2021-02-28 20:36:26.056886,65.39286566062057,Left Curve,0.195,Right
2021-02-28 20:36:26.698548,58.65478915043437,Left Curve,0.2,Right
2021-02-28 20:36:27.658065,46.39848014168584,Left Curve,0.216,Right
2021-02-28 20:36:28.298425,45.17578675480171,Left Curve,0.221,Right
2021-02-28 20:36:28.941055,39.200803870969025,Left Curve,0.236,Right
2021-02-28 20:36:29.898028,42.45655510042967,Left Curve,0.267,Right
2021-02-28 20:36:30.863440,68.10139299301196,Left Curve,0.283,Right
2021-02-28 20:36:31.833217,104.75310796518279,Left Curve,0.303,Right
2021-02-28 20:36:32.461926,560.8564903034196,Left Curve,0.344,Right
2021-02-28 20:36:33.100618,201.99087856988973,Left Curve,0.267,Right
2021-02-28 20:36:33.742331,112.9734187010046,Left Curve,0.283,Right
2021-02-28 20:36:35.661585,93.98852329150645,Left Curve,0.293,Right
2021-02-28 20:36:36.301706,205.93247539139452,Left Curve,0.313,Right
2021-02-28 20:36:36.941684,135.45782784573615,Left Curve,0.319,Right
2021-02-28 20:36:37.581718,178.34479555569754,Left Curve,0.324,Right
2021-02-28 20:36:38.222026,148.30060609915668,Left Curve,0.313,Right
2021-02-28 20:36:38.862924,98.0426292279719,Left Curve,0.303,Right
2021-02-28 20:36:39.503664,85.33556806908504,Left Curve,0.293,Right
2021-02-28 20:36:40.143630,51.84367772775934,Left Curve,0.293,Right
2021-02-28 20:36:40.789326,42.552049581703365,Left Curve,0.303,Right
2021-02-28 20:36:41.424237,46.812991060605086,Left Curve,0.252,Right
2021-02-28 20:36:42.065875,40.53460802811378,Left Curve,0.242,Right
2021-02-28 20:36:42.708899,38.57183543535254,Left Curve,0.226,Right
2021-02-28 20:36:43.344742,35.67183650315734,Left Curve,0.216,Right
2021-02-28 20:36:43.989054,30.03413926844157,Left Curve,0.206,Right
2021-02-28 20:36:44.629935,27.551287200109762,Left Curve,0.19,Right
2021-02-28 20:36:45.265677,42.95437682023481,Left Curve,0.164,Right
2021-02-28 20:36:45.907430,40.26894841221801,Left Curve,0.149,Right
2021-02-28 20:36:46.872773,44.40377359013965,Left Curve,0.128,Right
2021-02-28 20:36:47.827324,31.656477818305397,Left Curve,0.139,Right
2021-02-28 20:36:48.467412,37.747108096313404,Left Curve,0.128,Right
2021-02-28 20:36:49.111499,42.39653718900253,Left Curve,0.123,Right
